Record Type,Make,Body Type,Registration Class
VEH,AMERI,2DSD,387
BOAT,SUNCH,BOAT,386
TRL,SPORT,LTRL,381
TRL,NOMAN,LTRL,380
BOAT,FOURW,BOAT,379
TRL,SE/LI,LTRL,378
BOAT,INVAD,BOAT,375
VEH,KENWO,CMIX,375
VEH,HUDSO,TRLR,375
VEH,GRADA,RBM,374
VEH,FREIG,RD/S,373
VEH,LAMBO,2DSD,372
TRL,HAWK,TRLR,371
TRL,RPOD,H/TR,371
BOAT,SE/SP,BOAT,371
TRL,MUSTA,TRLR,370
TRL,INTER,FLAT,369
VEH,PETER,TOW,368
VEH,WILLY,SUBN,368
BOAT,C&C,BOAT,365
VEH,CADIL,PICK,364
TRL,TRACK,LTRL,364
VEH,SPRIN,VAN,363
TRL,LOADR,TRLR,360
TRL,PJTRA,TRLR,359
TRL,TRACE,H/TR,358
TRL,LO/RI,BOAT,358
TRL,LONGC,LTRL,358
BOAT,PRIVA,BOAT,358
TRL,SN/PR,LTRL,357
VEH,FREIG,STAK,356
BOAT,EDGEW,BOAT,356
TRL,BRENN,SEMI,355
TRL,NORDI,LTRL,355
TRL,ROADC,TRLR,354
TRL,KENTU,SEMI,354
BOAT,SAILF,BOAT,353
TRL,TR/SP,TRLR,353
TRL,SEALI,TRLR,351
BOAT,RENKE,BOAT,351
VEH,CR/CO,TRLR,351
VEH,TEXTR,ATV,350
BOAT,TIDEW,BOAT,350
VEH,SU/TR,TRLR,350
VEH,INTER,TR/C,349
BOAT,TROJA,BOAT,349
VEH,TOYOT,VAN,348
VEH,UD,DELV,348
VEH,TESLA,SEDN,347
TRL,MSA,LTRL,346
VEH,STERL,UTIL,345
TRL,ATC,TRLR,345
VEH,FELLI,TRLR,344
TRL,MI/AT,TRLR,344
TRL,FEATH,LTRL,343
TRL,PARKE,TRLR,343
VEH,SAAB,2DSD,342
VEH,KENWO,TOW,342
VEH,AL/RO,2DSD,341
VEH,STERL,FLAT,340
VEH,KIA,SEDN,340
TRL,WH/HA,H/TR,340
TRL,RICE,TRLR,339
VEH,KENWO,DELV,338
VEH,ISUZU,PICK,338
VEH,MGB,CONV,337
VEH,JO/DE,TRAC,336
TRL,GATOR,TRLR,336
TRL,GLAST,LTRL,336
TRL,TR/TR,LTRL,336
VEH,DOOSA,P/SH,336
VEH,SUBAR,SEDN,335
BOAT,SO/BA,BOAT,335
TRL,RANGE,LTRL,334
BOAT,FOUNT,BOAT,333
TRL,PENNS,LTRL,333
VEH,MICRO,BUS,333
VEH,TRIUM,2DSD,332
TRL,LANDO,SEMI,332
VEH,FORD,TR/C,331
TRL,CR/CO,FLAT,330
TRL,BR/MR,TRLR,330
TRL,UTILI,TRLR,328
VEH,CUSTO,CONV,327
TRL,SP/HA,TRLR,327
VEH,UTILI,VAN,326
VEH,DODGE,H/WH,326
VEH,GREYH,H/WH,326
TRL,MIDDL,TRLR,325
VEH,BOUND,H/WH,324
VEH,AU/HE,CONV,323
TRL,FI/ST,LTRL,322
TRL,HURST,LTRL,321
TRL,SURVE,H/TR,320
BOAT,AVON,BOAT,320
VEH,COLLI,SUBN,320
TRL,HAUL,TRLR,319
TRL,STARL,LTRL,318
VEH,NO/BU,BUS,317
BOAT,SOUTH,BOAT,316
TRL,BR/MA,LTRL,313
VEH,VESPA,MOPD,313
BOAT,RI/CR,BOAT,312
TRL,RAVEN,SEMI,311
VEH,TA/TA,MOPD,311
TRL,BA/TR,LTRL,310
TRL,CLASS,TRLR,310
TRL,UDUMP,TRLR,309
VEH,FORES,H/WH,309
VEH,NE/HO,TRAC,309
TRL,NORTH,LTRL,308
VEH,STUDE,2DSD,308
BOAT,GLASS,BOAT,308
VEH,UD,VAN,308
BOAT,BASST,BOAT,307
VEH,DODGE,TOW,306
TRL,CYNER,TRLR,306
VEH,SUZUK,PICK,306
VEH,LA/RO,4DSD,305
VEH,PJ/TR,TRLR,304
VEH,GENES,SUBN,304
VEH,NE/HO,P/SH,304
VEH,INTER,SUBN,303
TRL,HOMEM,FLAT,303
TRL,MICKE,SEMI,301
BOAT,NITRO,BOAT,301
BOAT,LYMAN,BOAT,299
SNOW,ARTIC,SNOW,299
BOAT,INTEX,BOAT,298
VEH,LINCO,LIM,298
BOAT,HYDRA,BOAT,298
TRL,WELLS,LTRL,297
TRL,CROSS,LTRL,297
TRL,CO/WA,TRLR,297
VEH,AUDI,SEDN,296
BOAT,AB,BOAT,296
BOAT,CHAPP,BOAT,295
VEH,BSA,MCY,295
TRL,BE/BU,LTRL,294
TRL,BISON,TRLR,294
TRL,WALKE,SEMI,293
BOAT,DU/NA,BOAT,292
TRL,SH/LA,BOAT,292
TRL,PROLI,TRLR,291
VEH,VOLVO,RBM,291
BOAT,DURAT,BOAT,291
BOAT,BRYAN,BOAT,290
TRL,SNOPR,TRLR,290
BOAT,SE/FO,BOAT,290
TRL,CIMC,SEMI,290
VEH,CASE,RBM,290
TRL,TR/KI,TRLR,288
TRL,LONG,LTRL,288
TRL,VM/PA,LTRL,287
VEH,CHEV,PICK,287
TRL,BENSO,SEMI,286
TRL,QU/CA,TRLR,286
TRL,TIDEW,TRLR,286
TRL,LOAD,LTRL,286
TRL,PALOM,H/TR,285
TRL,EA/BE,FLAT,285
VEH,WHITE,DUMP,285
VEH,BENTL,SUBN,284
BOAT,SE/EA,BOAT,284
BOAT,JBOAT,BOAT,282
TRL,MA/TO,TRLR,282
VEH,CAT,P/SH,282
TRL,SURE,TRLR,281
TRL,SOLIT,H/TR,281
TRL,AU/RI,H/TR,281
TRL,REITN,SEMI,281
TRL,STAR,TRLR,280
TRL,CUSTO,FLAT,279
TRL,DO/EA,TRLR,279
TRL,PUMA,H/TR,278
VEH,GMC,TOW,277
BOAT,ENCOR,BOAT,277
VEH,ELGIN,RD/S,277
VEH,DODGE,FLAT,276
TRL,FORCE,TRLR,275
VEH,HOMEM,LTRL,275
TRL,TRANS,H/TR,274
TRL,SPORT,H/TR,274
VEH,ISUZU,STAK,274
VEH,HADA,MCY,274
VEH,HINO,TANK,273
TRL,HI/CO,LTRL,273
TRL,REISE,LTRL,272
TRL,TENNE,TRLR,271
TRL,SEARS,LTRL,270
TRL,SHAST,H/TR,269
TRL,BR/BR,TRLR,269
VEH,STERL,TANK,269
TRL,STRIC,SEMI,269
BOAT,SU/DO,BOAT,269
VEH,PUCH,MOPD,268
TRL,TALBE,TRLR,268
VEH,RO/EN,MCY,267
TRL,CRUSA,H/TR,267
BOAT,LO/ST,BOAT,267
BOAT,BERTR,BOAT,266
VEH,LOTUS,2DSD,265
BOAT,MAINS,BOAT,265
TRL,ELIMI,LTRL,265
TRL,VENTU,BOAT,265
VEH,FREIG,H/WH,265
BOAT,SATUR,BOAT,264
TRL,WORTH,TRLR,262
TRL,HAULR,LTRL,262
VEH,ISUZU,RD/S,262
TRL,BLACK,LTRL,260
VEH,FORD,RBM,260
TRL,RANGE,TRLR,259
VEH,KAYO,ATV,259
VEH,STERL,TRAC,259
TRL,PREMI,LTRL,259
TRL,MICRO,LTRL,259
TRL,STARR,LTRL,258
TRL,CH/ZH,LTRL,258
BOAT,PORTA,BOAT,258
TRL,ROGER,TRLR,258
VEH,TR/TE,BUS,257
BOAT,CA/DO,BOAT,255
TRL,PHOEN,LTRL,253
VEH,HO/RA,H/WH,253
VEH,AM/IR,MCY,253
VEH,PETER,VAN,253
VEH,CHATE,H/WH,252
BOAT,SHAMR,BOAT,252
BOAT,PR/CR,BOAT,251
VEH,MITSU,FLAT,249
VEH,MITSU,REFG,249
TRL,GA/MA,TRLR,249
TRL,TIDEW,LTRL,248
TRL,SUMMI,SEMI,248
VEH,CUSTO,TRLR,246
TRL,BO/MA,TRLR,246
VEH,NORTO,MCY,244
TRL,VICTO,TRLR,244
VEH,TRACK,ATV,244
VEH,AMC,2DSD,243
TRL,CALKI,BOAT,243
VEH,MONAC,H/WH,240
VEH,INTER,TRLR,240
TRL,CLIPP,H/TR,240
TRL,TERRY,H/TR,239
TRL,HOMEM,BOAT,238
TRL,WILSO,SEMI,238
BOAT,MACGR,BOAT,238
VEH,URAL,MCY,237
VEH,FALCO,TRLR,237
TRL,JAY,TRLR,237
VEH,HURRI,H/WH,237
TRL,SPART,TRLR,236
TRL,CAM,UTIL,236
TRL,YA/CL,BOAT,236
BOAT,SCARA,BOAT,236
TRL,TR/MA,LTRL,233
BOAT,ST/RA,BOAT,233
BOAT,GALAX,BOAT,232
TRL,COMPL,LTRL,231
VEH,OLDS,2DSD,230
VEH,CADIL,SEDN,230
TRL,NO/TR,H/TR,229
TRL,BLAZE,LTRL,229
TRL,CRTI,SEMI,229
TRL,ESCOR,TRLR,229
TRL,GA/MA,LTRL,228
VEH,KI/MO,SUBN,227
BOAT,VIKIN,BOAT,227
TRL,KZ,H/TR,227
TRL,ANDER,TRLR,227
BOAT,CITAT,BOAT,226
VEH,MITSU,PICK,226
TRL,STRAT,LTRL,226
TRL,DIVEL,LTRL,226
TRL,UTILI,LTRL,226
TRL,PEQUE,LTRL,226
TRL,ROADM,TRLR,225
TRL,PHOEN,TRLR,225
TRL,SP/CO,LTRL,224
TRL,BIGTE,LTRL,224
VEH,VOLKS,VAN,223
TRL,MASTE,TRLR,223
TRL,GDT,SEMI,223
VEH,AUTOC,DUMP,223
TRL,COYOT,TRLR,222
VEH,KYMCO,MOPD,221
TRL,GULFS,H/TR,221
BOAT,WAHOO,BOAT,220
VEH,DODGE,SEDN,220
TRL,MSA,TRLR,220
BOAT,YAMA,BOAT,219
BOAT,SABRE,BOAT,219
TRL,HEAVY,LTRL,219
TRL,SPECT,SEMI,218
VEH,DODGE,STAK,218
VEH,INTL,DUMP,218
BOAT,CARIB,BOAT,217
VEH,RO/RO,CONV,217
VEH,WESTE,DUMP,217
SNOW,ARCTI,SNOW,216
BOAT,LUHRS,BOAT,216
TRL,HARRI,LTRL,216
TRL,EZ/HA,LTRL,214
TRL,DELTA,TRLR,214
VEH,VPG,SUBN,214
TRL,FO/ST,TRLR,214
VEH,HD,MCY,213
VEH,INTER,RD/S,213
TRL,PALOM,TRLR,213
TRL,LOAD,TRLR,213
VEH,GU/ST,H/WH,213
TRL,MOMEN,H/TR,213
TRL,PATRI,TRLR,212
VEH,ELDOR,BUS,212
VEH,CADIL,LIM,211
TRL,COACH,TRLR,211
TRL,ST/LI,TRLR,210
TRL,LAUNC,H/TR,210
TRL,LI/DU,LTRL,209
VEH,HONDA,VAN,209
BOAT,BASS,BOAT,209
TRL,HA/MA,TRLR,209
TRL,NORST,TRLR,207
BOAT,SW/WA,BOAT,207
VEH,BR/MA,TRLR,207
TRL,CO/CA,LTRL,206
VEH,ARTIC,ATV,206
TRL,HOWE,TRLR,206
VEH,MAZDA,SEDN,206
VEH,PETER,DELV,205
TRL,FI/ST,TRLR,204
VEH,KENWO,STAK,204
TRL,WOLVE,LTRL,204
TRL,HOLME,TRLR,203
VEH,CHEVY,PICK,202
BOAT,CONTE,BOAT,202
TRL,CA/PR,LTRL,202
VEH,PONTI,SEDN,202
TRL,WA/NA,SEMI,201
TRL,PENNS,TRLR,201
VEH,BI/DO,MCY,201
BOAT,HA/KA,BOAT,200
TRL,CHERO,TRLR,200
TRL,COX,TRLR,200
TRL,LARK,LTRL,200
BOAT,WESTM,BOAT,200
TRL,MIDAT,LTRL,200
TRL,TRAIL,H/TR,200
TRL,TSONY,TRLR,199
VEH,RAM,H/WH,199
VEH,PACKA,4DSD,198
TRL,REMEQ,LTRL,198
BOAT,GRUMA,BOAT,198
TRL,SKIPP,LTRL,198
VEH,GMC,TANK,198
VEH,CA/MA,TRLR,197
TRL,PERFO,TRLR,197
BOAT,KEYWE,BOAT,197
VEH,GEO,SUBN,197
TRL,CAM,LTRL,197
TRL,ALINE,TRLR,196
TRL,YAKIM,LTRL,196
TRL,PJ/TR,LTRL,196
BOAT,KAYOT,BOAT,195
TRL,KIEFE,TRLR,195
VEH,DUTCH,H/WH,195
BOAT,BARLE,BOAT,194
VEH,EA/BE,TRLR,194
VEH,AM/GE,SUBN,193
BOAT,AQ/SP,BOAT,192
TRL,SURET,LTRL,192
TRL,HOWE,LTRL,191
VEH,GMC,REFG,191
TRL,ASPEN,H/TR,191
TRL,SHADO,TRLR,190
TRL,DA/DU,TRLR,190
TRL,CUSTO,LTRL,190
TRL,AVENG,TRLR,190
VEH,HOLID,H/WH,190
VEH,FORD,P/SH,190
VEH,TIOGA,H/WH,189
TRL,EA/BE,SEMI,189
VEH,MI/FU,REFG,189
TRL,EZ/DU,LTRL,189
TRL,TOPBR,LTRL,189
VEH,LINCO,CONV,189
VEH,WILLY,PICK,188
TRL,MFI,TRLR,187
TRL,INNOV,LTRL,187
BOAT,DORAL,BOAT,187
VEH,MACK,TR/C,186
BOAT,LOGIC,BOAT,186
VEH,SYM,MCY,186
TRL,TR/CR,TRLR,185
VEH,HYUND,P/SH,185
VEH,NOVAB,BUS,185
VEH,NE/HO,RBM,184
TRL,NOMAD,H/TR,184
TRL,LELAN,LTRL,184
TRL,IT/CA,TRLR,184
VEH,JCB,P/SH,184
BOAT,APEX,BOAT,184
TRL,GR/DA,TRLR,183
TRL,RENEG,LTRL,183
TRL,CROSS,H/TR,183
TRL,GENER,TRLR,183
BOAT,WINNE,BOAT,183
TRL,SUNDA,H/TR,182
TRL,BLAZE,TRLR,182
VEH,ME/BE,H/WH,182
BOAT,SUNDO,BOAT,182
TRL,SHIPM,TRLR,181
TRL,EAGER,TRLR,181
BOAT,VERAN,BOAT,180
TRL,BI/TX,LTRL,180
TRL,CONTR,TRLR,180
VEH,LAMBO,CONV,180
TRL,BOYER,LTRL,180
TRL,KAUFM,LTRL,180
VEH,GMC,H/WH,180
VEH,LEXUS,SEDN,180
VEH,FRUEH,SEMI,180
VEH,JEEP,UTIL,179
TRL,UTIL,SEMI,179
BOAT,WEERE,BOAT,179
BOAT,CHRYS,BOAT,179
BOAT,VOYAG,BOAT,179
VEH,MITSU,UTIL,179
TRL,SUPER,TRLR,178
TRL,TR/CR,LTRL,178
VEH,MCLAR,2DSD,178
VEH,LOTUS,CONV,178
VEH,GMC,TR/C,178
TRL,HA/RI,LTRL,177
BOAT,PROCR,BOAT,177
BOAT,TIGER,BOAT,177
TRL,COX,BOAT,177
TRL,WANC,SEMI,177
TRL,KI/CO,TRLR,176
VEH,CHEV,CONV,176
VEH,ME/BE,DELV,175
TRL,USCAR,TRLR,175
TRL,STARC,LTRL,175
VEH,GULFS,H/WH,174
BOAT,SE/CR,BOAT,174
TRL,AEROL,H/TR,173
BOAT,OLDTO,BOAT,173
TRL,PL/VA,H/TR,173
VEH,BETA,MCY,172
VEH,ARCTI,ATV,172
VEH,OSHKO,DUMP,171
TRL,ATC,LTRL,171
TRL,HOLSC,TRLR,170
BOAT,SEAHU,BOAT,170
TRL,CRONK,TRLR,170
VEH,MCLAR,CONV,170
BOAT,EVERG,BOAT,170
BOAT,EXCEL,BOAT,170
TRL,WORKH,TRLR,168
VEH,KI/MO,4DSD,168
TRL,LAYTO,H/TR,168
TRL,CALKI,TRLR,168
TRL,RO/RI,TRLR,168
TRL,NO/ST,LTRL,168
BOAT,KE/LA,BOAT,168
TRL,LEGEN,LTRL,168
BOAT,HYDRO,BOAT,168
TRL,HERIT,LTRL,167
TRL,TR/MA,TRLR,167
VEH,AUSTI,2DSD,167
BOAT,WA/BA,BOAT,167
TRL,WHITE,H/TR,165
TRL,ARISI,TRLR,165
BOAT,HIGHF,BOAT,164
TRL,LD/RT,LTRL,164
VEH,SOUTH,H/WH,164
VEH,GEHL,P/SH,164
TRL,SN/BR,LTRL,164
TRL,ESCOR,BOAT,164
TRL,SNOW,LTRL,163
BOAT,STAMA,BOAT,163
TRL,TR/RI,LTRL,163
TRL,MIDAT,TRLR,163
VEH,GMC,4DSD,163
VEH,STUDE,4DSD,163
TRL,RAPTO,H/TR,162
TRL,TOPBR,TRLR,162
BOAT,ALBIN,BOAT,162
BOAT,SUPRA,BOAT,162
VEH,RAM,STAK,162
VEH,MOTOG,MCY,162
TRL,ST/AI,TRLR,161
VEH,BUICK,SEDN,161
BOAT,MCKEE,BOAT,161
BOAT,PO/BO,BOAT,161
VEH,FREEL,H/WH,161
TRL,R&R,TRLR,161
VEH,FO/RI,H/WH,160
BOAT,SUNDA,BOAT,160
TRL,H&S,TRLR,160
BOAT,QUICK,BOAT,160
TRL,H&H,TRLR,160
VEH,FREIG,TR/C,159
VEH,VOLKS,PICK,159
VEH,TRITO,LTRL,159
BOAT,LEXIN,BOAT,159
TRL,VIBE,H/TR,159
TRL,SN/PR,TRLR,159
VEH,PIERC,FIRE,159
TRL,POLAR,LTRL,159
TRL,CA/EX,LTRL,159
TRL,PITTS,SEMI,159
BOAT,ALUMI,BOAT,158
BOAT,OUACH,BOAT,158
TRL,FLEET,H/TR,157
TRL,SPART,LTRL,157
VEH,VOLVO,FLAT,157
TRL,VINTA,TRLR,157
TRL,INTEG,LTRL,157
VEH,CHALL,H/WH,156
VEH,WILLY,CONV,156
TRL,SA/TO,H/TR,156
TRL,JBENT,LTRL,156
VEH,WE/ST,FLAT,156
VEH,VPG,VAN,156
BOAT,CHAMP,BOAT,155
VEH,PRECE,H/WH,155
TRL,SNOWC,LTRL,155
TRL,HIGHL,BOAT,154
VEH,LAMBO,SUBN,154
TRL,NNT,LTRL,154
TRL,WILDC,H/TR,154
TRL,PJTR,TRLR,154
TRL,SH/CR,H/TR,153
TRL,SP/CO,TRLR,153
BOAT,TARTA,BOAT,153
BOAT,MOOMB,BOAT,153
TRL,HERIT,TRLR,153
VEH,MALLA,H/WH,152
VEH,MAGNU,TRLR,152
BOAT,JAVEL,BOAT,152
TRL,LIBER,LTRL,152
VEH,HOMEM,TRLR,152
TRL,SRTC,TRLR,152
TRL,HOMEA,LTRL,152
VEH,INTER,CMIX,152
TRL,AIRST,TRLR,152
BOAT,BRUNS,BOAT,152
TRL,HOOD,LTRL,151
TRL,GR/DN,SEMI,151
TRL,TA/HA,LTRL,151
BOAT,PA/BE,BOAT,151
TRL,FORES,H/TR,151
TRL,RAMPA,TRLR,151
TRL,HACKN,SEMI,150
TRL,LO/MA,TRLR,149
VEH,PETER,CMIX,149
VEH,SPRIN,SUBN,149
TRL,WESCO,LTRL,149
TRL,MAGNE,LTRL,148
VEH,RPS,MCY,148
BOAT,NORTH,BOAT,148
VEH,CUSTO,2DSD,148
TRL,BEARC,LTRL,147
TRL,MODER,LTRL,147
TRL,DANZE,TRLR,147
TRL,ST/LI,LTRL,147
VEH,CHEVR,AMBU,147
TRL,SE/LI,TRLR,147
TRL,JB/EN,TRLR,147
VEH,INTL,VAN,147
TRL,RA/TR,LTRL,146
VEH,GENUI,MCY,146
BOAT,JO/BO,BOAT,146
VEH,LO/RI,LTRL,145
VEH,TEREX,CMIX,145
BOAT,CADIL,BOAT,145
TRL,VENGE,H/TR,145
TRL,CHAPA,H/TR,145
TRL,LI/RI,LTRL,145
TRL,TIMPT,SEMI,144
BOAT,LO/LI,BOAT,144
VEH,BOBCA,P/SH,144
VEH,TOWMA,TRLR,144
BOAT,BAY,BOAT,144
BOAT,MARIN,BOAT,143
TRL,SUNNY,H/TR,143
BOAT,SUPER,BOAT,143
VEH,RTS,BUS,143
TRL,HOLSC,BOAT,143
VEH,BI/TE,TRLR,142
TRL,STORM,TRLR,142
BOAT,TIGE,BOAT,142
TRL,AS/TR,H/TR,142
VEH,MACK,TOW,142
BOAT,BLUEF,BOAT,142
VEH,JAMBO,H/WH,142
BOAT,ASTRO,BOAT,142
VEH,MASSI,ATV,142
TRL,TN/TR,TRLR,142
TRL,LBT,SEMI,142
VEH,WE/CA,TRLR,142
TRL,SP/CL,LTRL,142
TRL,CLASS,LTRL,142
BOAT,RIVIE,BOAT,141
TRL,SE/KI,LTRL,141
TRL,YACHT,TRLR,141
TRL,VIKIN,LTRL,141
VEH,MITSU,STAK,141
TRL,ECLIP,TRLR,141
TRL,ANVIL,TRLR,141
TRL,VIKIN,H/TR,141
VEH,CR/CO,LTRL,140
TRL,LOE,LTRL,140
VEH,AUSTI,CONV,140
TRL,OP/RA,H/TR,140
TRL,EQUIP,TRLR,140
VEH,TRAIL,TRLR,139
VEH,JEEP,CONV,139
TRL,RO/KI,LTRL,139
BOAT,JON,BOAT,139
TRL,BL/RO,LTRL,139
TRL,AA,LTRL,139
TRL,MA/CR,LTRL,138
VEH,SU/SE,H/WH,138
TRL,ELIMI,TRLR,138
VEH,PA/AR,H/WH,138
BOAT,JEANN,BOAT,138
TRL,CE/CR,H/TR,138
TRL,FR/SP,H/TR,137
TRL,DUTCH,TRLR,137
VEH,TAOTA,ATV,137
TRL,CHARI,LTRL,136
VEH,TOMOS,MOPD,136
TRL,IN/TR,TRLR,135
TRL,EVACO,TRLR,135
TRL,EZLOA,TRLR,135
VEH,CHAMP,RBM,135
BOAT,BAHA,BOAT,135
TRL,GAC,LTRL,134
VEH,TRAIL,SEMI,134
VEH,CARRY,LTRL,134
TRL,TR/LI,H/TR,134
TRL,HAUL,LTRL,134
VEH,UD,FLAT,133
TRL,TR/ST,TRLR,133
TRL,LO/TR,LTRL,133
TRL,KARVA,LTRL,133
TRL,RACEM,TRLR,133
BOAT,NEWPO,BOAT,133
VEH,DELOR,2DSD,133
TRL,ROCK,TRLR,133
VEH,WH/GM,DUMP,133
TRL,FO/RI,TRLR,132
VEH,INTL,UTIL,132
TRL,RAVEN,LTRL,131
VEH,PGO,MOPD,130
TRL,EC/HA,TRLR,130
VEH,WE/ST,STAK,130
BOAT,SUNCR,BOAT,130
BOAT,FORES,BOAT,130
VEH,UNITE,TRLR,129
TRL,BIGTX,TRLR,129
BOAT,BRIS,BOAT,129
VEH,OSHKO,SN/P,129
TRL,SUNSE,H/TR,129
TRL,GR/DE,H/TR,129
TRL,CALIC,TRLR,129
TRL,TE/BR,TRLR,128
TRL,KZ/CO,H/TR,128
VEH,ZERO,MCY,128
TRL,SKEET,LTRL,128
VEH,FREIG,CMIX,128
VEH,FOURW,H/WH,128
VEH,JO/DE,EMVR,128
BOAT,PRECI,BOAT,127
TRL,DISCO,TRLR,127
BOAT,CAMPI,BOAT,127
TRL,FU/FI,H/TR,127
BOAT,VIP,BOAT,127
TRL,IMPAC,H/TR,127
BOAT,SU/RU,BOAT,127
BOAT,BO/WA,BOAT,127
BOAT,STRIP,BOAT,126
TRL,CUSTO,UTIL,126
BOAT,WARDS,BOAT,126
TRL,ALUMI,TRLR,126
BOAT,CR/CR,BOAT,125
TRL,SP/CA,TRLR,125
BOAT,JOHNS,BOAT,125
VEH,PONT,2DSD,125
BOAT,SE/BO,BOAT,125
VEH,HYOSU,MCY,124
BOAT,OCEAN,BOAT,124
VEH,MI/FU,FLAT,124
TRL,KAUFM,SEMI,124
VEH,QUALI,TRLR,124
BOAT,SANPA,BOAT,123
VEH,INTER,W/DR,123
TRL,SOUTH,LTRL,123
VEH,HAMME,ATV,123
VEH,NEWMA,H/WH,123
TRL,BG/TX,TRLR,123
TRL,OCTAN,H/TR,123
BOAT,CHAWK,BOAT,123
VEH,ATLAS,TRLR,123
TRL,SYLVA,LTRL,123
VEH,LEPRE,H/WH,122
BOAT,WATER,BOAT,122
BOAT,CORRE,BOAT,122
VEH,ROYAL,MCY,122
VEH,BOURG,MCY,122
TRL,MTI,TRLR,122
BOAT,ALUMC,BOAT,122
TRL,MA/RO,LTRL,122
VEH,GE/SC,MOPD,122
VEH,RO/RO,2DSD,121
BOAT,PACEM,BOAT,121
TRL,DOWN,TRLR,121
VEH,MI/BI,SUBN,121
VEH,FR/EL,H/WH,121
TRL,LAMAR,TRLR,121
TRL,J&J,SEMI,121
TRL,PREST,TRLR,120
VEH,FORD,FIRE,120
TRL,ANDER,LTRL,120
TRL,MGS,TRLR,120
TRL,RO/CL,TRLR,119
TRL,HEART,H/TR,119
VEH,HINO,STAK,118
TRL,N&N,TRLR,118
TRL,EXPRE,TRLR,118
BOAT,DELHI,BOAT,118
TRL,TR/ST,H/TR,118
VEH,MICRO,SUBN,117
TRL,FOURW,LTRL,117
BOAT,SE/AR,BOAT,117
VEH,AR/CT,ATV,117
VEH,OLDS,CONV,117
BOAT,HO/MA,BOAT,117
TRL,DESTI,LTRL,116
BOAT,PA/KR,BOAT,116
TRL,SABRE,H/TR,116
BOAT,HOBIE,BOAT,116
TRL,LACRO,H/TR,116
BOAT,FI/ST,BOAT,115
VEH,KENWO,REFG,115
TRL,HOLME,LTRL,115
TRL,NO/EA,LTRL,115
TRL,NTTRL,LTRL,115
BOAT,ERICS,BOAT,115
TRL,LOADM,TRLR,115
VEH,CHEV,VAN,115
TRL,SCARA,LTRL,115
TRL,CORNP,TRLR,115
VEH,KOMAT,RBM,115
TRL,DO/LI,LTRL,114
TRL,TRITI,LTRL,114
TRL,ARONE,H/TR,114
BOAT,STAR,BOAT,114
BOAT,RAMPA,BOAT,114
VEH,VOLVO,P/SH,114
VEH,TR/KI,TRLR,114
BOAT,HA/FL,BOAT,113
VEH,DAIX,MCY,113
VEH,NABI,BUS,113
TRL,HI/CO,TRLR,113
TRL,YONG,LTRL,113
TRL,TI/WO,TRLR,113
VEH,LINCO,HRSE,112
TRL,EC/TR,TRLR,112
VEH,MACK,STAK,112
TRL,PINNA,H/TR,112
TRL,ON/FL,LTRL,112
BOAT,PIONE,BOAT,112
TRL,VA/LI,LTRL,112
VEH,PJ,TRLR,112
TRL,ALLOY,LTRL,111
TRL,KAUF,TRLR,111
BOAT,AMERI,BOAT,111
VEH,SUBAR,PICK,111
VEH,WE/ST,UTIL,110
TRL,TILMA,TRLR,110
VEH,SAUBE,TRLR,110
TRL,TITAN,TRLR,110
BOAT,SE/OX,BOAT,110
TRL,LAKOT,TRLR,110
TRL,CO/AR,TRLR,110
VEH,PHAET,H/WH,110
TRL,VANGU,TRLR,110
TRL,HEAVY,TRLR,110
TRL,LOCKE,LTRL,110
BOAT,APPLE,BOAT,110
VEH,DAYBR,H/WH,109
TRL,AR/ON,H/TR,109
TRL,COMET,LTRL,109
TRL,ST/AI,LTRL,109
TRL,ALLEG,TRLR,109
TRL,JAG,TRLR,109
TRL,SUPER,LTRL,109
TRL,ERIC,LTRL,109
BOAT,STURD,BOAT,109
TRL,STARR,TRLR,109
TRL,KARAV,BOAT,109
VEH,PGO,MCY,109
VEH,FLAIR,H/WH,109
BOAT,XPRES,BOAT,108
TRL,DI/WI,LTRL,108
TRL,BALKO,LTRL,108
BOAT,SEACR,BOAT,108
VEH,PLYM,2DSD,108
VEH,AMERI,4DSD,108
TRL,HOOSI,TRLR,108
VEH,ALANT,H/WH,108
BOAT,EG/HA,BOAT,108
VEH,NOVB,BUS,107
BOAT,MO/WA,BOAT,107
VEH,ACE,H/WH,107
VEH,FORD,W/DR,107
TRL,AR/IN,TRLR,107
TRL,WORKH,LTRL,107
TRL,BENDR,TRLR,107
VEH,DAMON,H/WH,107
BOAT,TUSCA,BOAT,107
TRL,GLAST,TRLR,106
TRL,CA/PR,TRLR,106
BOAT,SEAEA,BOAT,106
TRL,THULE,LTRL,106
TRL,WILSO,TRLR,106
VEH,STUDE,PICK,106
BOAT,PHOEN,BOAT,105
BOAT,MARAD,BOAT,105
TRL,MOUNT,LTRL,105
TRL,AERO,H/TR,105
VEH,AMERI,MCY,105
TRL,FONTA,TRLR,105
BOAT,STARW,BOAT,105
BOAT,SEAKI,BOAT,105
VEH,INTER,T/CR,104
TRL,EZDUM,TRLR,104
VEH,MI/FU,UTIL,104
VEH,WINN,H/WH,104
TRL,GRTDN,SEMI,104
TRL,LO/RT,LTRL,104
TRL,SKEET,TRLR,104
BOAT,HA/CR,BOAT,104
VEH,DONGF,MCY,104
VEH,CONQU,H/WH,104
BOAT,SE/RY,BOAT,103
VEH,CITRO,4DSD,103
TRL,APEX,H/TR,103
